ctag	en	en_female
MSGINSTANT_ASSISTANT_UNOPENEDPACKS	You have card packs which have not yet been opened. Please open these before continuing your career.	You have card packs which have not yet been opened. Please open these before continuing your career.

store_TAB_SPARE1	SPECIAL	SPECIAL
store_TAB_SPARE2	SALE	SALE
store_TAB_SPARE3	POSITIONS	POSITIONS
store_TAB_SPARE4	PLAYER PACKS	PLAYER PACKS
store_TAB_SPARE5	CHOICE	CHOICE
store_TAB_SPARE6	ASSISTANT'S CHOICE	ASSISTANT'S CHOICE
store_TAB_SPARE7	LIMITED	LIMITED
store_TAB_SPARE8	LEAVING SOON	LEAVING SOON
store_TAB_SPARE9	NEW	NEW
store_TAB_SPARE10	FEATURED	FEATURED
store_TAB_SPARE11	OFFERS	OFFERS
store_TAB_SPARE12	SEASONAL	SEASONAL
store_TAB_SPARE13	PROMOTION	PROMOTION
store_TAB_SPARE14	SQUAD	SQUAD
store_TAB_SPARE15	POPULAR	POPULAR
store_TAB_SPARE16	VALUE	VALUE
setup_NoPromotion	No Promotion/Relegation in this league	No Promotion/Relegation in this league

MSGINSTANT_ASSISTANT_NOPROMOTION	WARNING!¦¬#A61214FF¬¬o:#A61214FF¬WARNING! NO PROMOTION¬s¬ ||Hey boss, this league doesn't offer promotion or relegation. If in the future you decide you want to play in a different league, the only way to do that will be to relocate your club which means leaving behind your staff, players, Bux and facilities.	WARNING!¦¬#A61214FF¬¬o:#A61214FF¬WARNING! NO PROMOTION¬s¬ ||Hey boss, this league doesn't offer promotion or relegation. If in the future you decide you want to play in a different league, the only way to do that will be to relocate your club which means leaving behind your staff, players, Bux and facilities.
fixture_Agg_tla	Agg	Agg
LEG_1	LEG 1	LEG 1
LEG_2	LEG 2	LEG 2

MSGINSTANT_BOARD_REQUESTFUNDS_CONFIRM	Are you sure you want to request additional funds from the board? While it may give you an immediate cash boost, it also increases the amount paid to shareholders after each game and can damage your Board relationship.	Are you sure you want to request additional funds from the board? While it may give you an immediate cash boost, it also increases the amount paid to shareholders after each game and can damage your Board relationship.
profile_player_SHORTLISTADD	ADD TO|SHORTLIST	ADD TO|SHORTLIST
profile_player_SHORTLISTREMOVE	SHORTLIST|REMOVE	SHORTLIST|REMOVE
profile_player_BUYPLAYER	BUY|PLAYER	BUY|PLAYER
generic_START	START	START
generic_ACCEPT	ACCEPT	ACCEPT
generic_RELEASE	RELEASE	RELEASE
generic_TRANSFER	TRANSFER	TRANSFER

staffcard_yearsold_sla	y	y
ManagerOfTheSeason_NonPlayer	Star Manager	Star Manager

club_CONSTRUCTION	Under Construction	Under Construction
target_COMPLETE	Board Target Complete	Board Target Complete

concernspackStringName	Concerns	Concerns
concernspackStringDesc	Fast Remedies for Player Concerns!	Fast Remedies for Player Concerns!
contractpackStringName	Contract	Contract
contractpackStringDesc	Extend the contracts of your best players and staff	Extend the contracts of your best players and staff
defensivepackStringName	Defenders	Defenders
defensivepackStringDesc	A new defence for your squad	A new defence for your squad
goaliepackStringName	Goalkeepers	Goalkeepers
goaliepackStringDesc	A new keeper - and a new reserve!	A new keeper - and a new reserve!
midfieldpackStringName	Midfield Players	Midfield Players
midfieldpackStringDesc	New midfielders for your squad	New midfielders for your squad
spinepackStringName	Team Spine	Team Spine
spinepackStringDesc	A new spine of core players 	A new spine of core players 
squadboostpackStringName	Squad Boost	Squad Boost
squadboostpackStringDesc	Fresh players to boost your squad	Fresh players to boost your squad
strikerpackStringName	Striker	Striker
strikerpackStringDesc	New Strikers for your squad	New Strikers for your squad
superstrikerStringName	Super Striker	Super Striker
superstrikerStringDesc	A legendary game-changer	A legendary game-changer

options_CONCEPTBY	CONCEPT BY	CONCEPT BY

MSGINSTANT_SIMONREAD_MUSTFINISHDOWNLOAD	Download interrupted. Please connect to the internet and restart the app.	Download interrupted. Please connect to the internet and restart the app.
quotationDummy	“”	“”
underscoreDummy	_	_
MSGINSTANT_ASSISTANT_HINTPURCHASEEDITOR	Hey boss! To save any changes you make, you'll need to purchase the editor. But when you do, you'll be able to make as many changes as you like to your club name, stadium name, home and away kit designs and team badge.	Hey boss! To save any changes you make, you'll need to purchase the editor. But when you do, you'll be able to make as many changes as you like to your club name, stadium name, home and away kit designs and team badge.
setup_MAXCHARSL	Max 15 Characters	Max 15 Characters
transfer_CHECK	CHECK	CHECK
kit_editor_HINT	FAST SELECT: 	FAST SELECT: 
Badge_PRESET	PRESET	PRESET
contract_FreeAgent	Free Agent	Free Agent
contract_ScoutReduction	Scout Reduction	Scout Reduction

STAFF_STATUSINFO_QUALITYLIMITED	Upgrade $facility to reduce cooldown time.	Upgrade $facility to reduce cooldown time.
STAFF_STATUSINFO_CARDQUALITYLIMITEDBYSELF	Increase star rating to produce $quality quality $cardtype cards.	Increase star rating to produce $quality quality $cardtype cards.
STAFF_STATUSINFO_PLAYERQUALITYLIMITEDBYSELF	Increase star rating to produce $quality quality players.	Increase star rating to produce $quality quality players.
STAFF_STATUSINFO_COOLDOWNHAPPINESS	Increase happiness to reduce cooldown time.	Increase happiness to reduce cooldown time.
PHYSIO_STATUSINFO_CARDQUALITYLIMITED	Upgrade $facility to increase maximum healing effect of TREATMENT cards.	Upgrade $facility to increase maximum healing effect of TREATMENT cards.
PHYSIO_STATUSINFO_CARDQUALITYLIMITEDBYSELF	Increase star rating to produce TREATMENT cards with better healing effects.	Increase star rating to produce TREATMENT cards with better healing effects.
matchStats_UnusedRetry	Unused Retry +$numXP	Unused Retry +$numXP

playerProfile_TransferWindowStatus_ClosesNextMatch	Transfer window closes next match	Transfer window closes next match
playerProfile_TransferWindowStatus_ClosesXMatches	Transfer window closes in $num matches	Transfer window closes in $num matches
playerProfile_TransferWindowStatus_OpensNextSeason	Transfer window opens next season	Transfer window opens next season
playerProfile_TransferWindowStatus_OpensNextMatch	Transfer window opens next match	Transfer window opens next match
playerProfile_TransferWindowStatus_OpensXMatches	Transfer window opens in $num matches	Transfer window opens in $num matches
playerProfile_TacklingBoost	+$num TACKLING boost from $playername	+$num TACKLING boost from $playername

UnlimitedEditor_DisplayName	Unlimited Team Editor	Unlimited Team Editor

bigstaffboostStringName	Backroom Boost	Backroom Boost
bigstaffboostStringDesc	Improve high-level staff - or improve low-level staff extra quickly!	Improve high-level staff - or improve low-level staff extra quickly!
CricketPromo2StringName	New Star Cricket	New Star Cricket
CricketPromo2StringDesc	Check out this great app and earn a SILVER level player!	Check out this great app and earn a SILVER level player!
FacebookPromoStringName	Supporters' Club	Supporters' Club
FacebookPromoStringDesc	Check out this page and earn some NRG cards!	Check out this page and earn some NRG cards!
freeNRG140918StringName	Free NRG Cards!	Free NRG Cards!
freeNRG140918StringDesc	A free gift from New Star Games	A free gift from New Star Games
chanceplayerStringName	Discovery	Discovery
chanceplayerStringDesc	Rare chance of receiving a black or gold level player!	Rare chance of receiving a black or gold level player!

FAQ_MATCH_CONTROLS_TITLE	MATCH CONTROLS	MATCH CONTROLS
FAQ_MATCH_CONTROLS	¬#A61214FF¬¬o:#A61214FF¬MATCH CONTROLS¬s¬ ||Touch the player in possession of the ball and drag back until an arrow appears. The icon displayed in the bottom left corner of the screen tells you whether you are shooting, heading, or if the arrow turns green, dribbling.	¬#A61214FF¬¬o:#A61214FF¬MATCH CONTROLS¬s¬ ||Touch the player in possession of the ball and drag back until an arrow appears. The icon displayed in the bottom left corner of the screen tells you whether you are shooting, heading, or if the arrow turns green, dribbling.

options_MATCHCONTROLS	Match Controls	Match Controls

options_FTUETraining	Replay Training	Replay Training
MSGINSTANT_ASSISTANT_FTUETRAININGCOMPLETE	That's the end of the training! You can replay it at any time by opening the 'Manager' profile on the Home screen, selecting the 'Settings' tab, clicking 'Play' next to Replay Training.	That's the end of the training! You can replay it at any time by opening the 'Manager' profile on the Home screen, selecting the 'Settings' tab, clicking 'Play' next to Replay Training.
CFTUETRAINING_TRIALCOMPLETE	Good work boss!|That was a great training session.	Good work boss!|That was a great training session.
PlayerRewNRGButton	$num% FREE ENERGY BOOST	$num% FREE ENERGY BOOST
home_bottom_ONLINE	ONLINE	ONLINE
options_LEADERBOARDS	Online Leaderboards	Online Leaderboards
CHINT_LEADERBOARDS	Hey Boss! Now that online leaderboards have been added to game we can see how our club compares to other clubs from all around the world! Why don’t we spend a moment to check them out and see how we’re doing?	Hey Boss! Now that online leaderboards have been added to game we can see how our club compares to other clubs from all around the world! Why don’t we spend a moment to check them out and see how we’re doing?

MSGINSTANT_ASSISTANT_LEADERBOARDS_CONFIRMATION_REJECT	MESSAGE¦Hey Boss! Leaderboards have just been added to the game so we can see how our team compares to other teams all around the world.|For this feature to be added to the game, you'll need to opt in. You can always opt out later on if you change your mind. Join the fun now?	MESSAGE¦Hey Boss! Leaderboards have just been added to the game so we can see how our team compares to other teams all around the world.|For this feature to be added to the game, you'll need to opt in. You can always opt out later on if you change your mind. Join the fun now?

LevelUp_Rewards	Tap to collect your Level Up Rewards	Tap to collect your Level Up Rewards
LevelUp_Collect	Level Up Rewards Available	Level Up Rewards Available
generic_COLLECT	COLLECT	COLLECT


LevelUpPlayerStringName	Bonus: Player	Bonus: Player
LevelUpPlayerStringDesc	Level Up Bonus Player Pack	Level Up Bonus Player Pack
LevelUpManagementStringName	Bonus: Management	Bonus: Management
LevelUpManagementStringDesc	Level Up Bonus Management Pack	Level Up Bonus Management Pack
LevelUpTrainingStringName	Bonus: Training	Bonus: Training
LevelUpTrainingStringDesc	Level Up Bonus Training Pack	Level Up Bonus Training Pack
LevelUpNRGStringName	Bonus: NRG	Bonus: NRG
LevelUpNRGStringDesc	Level Up Bonus NRG Pack	Level Up Bonus NRG Pack
LevelUpDevelopmentStringName	Bonus: Development	Bonus: Development
LevelUpDevelopmentStringDesc	Level Up Bonus Development Pack	Level Up Bonus Development Pack
LevelUpVarietyStringName	Bonus: Variety	Bonus: Variety
LevelUpVarietyStringDesc	Level Up Bonus Variety Pack	Level Up Bonus Variety Pack
LevelUpLuckyStringName	Bonus: Lucky	Bonus: Lucky
LevelUpLuckyStringDesc	Level Up Bonus Lucky Pack	Level Up Bonus Lucky Pack
LevelUpPremKeeperSkillsStringName	Bonus: Keeper Skills	Bonus: Keeper Skills
LevelUpPremKeeperSkillsStringDesc	Level Up Bonus GK Skills Pack	Level Up Bonus GK Skills Pack

standings_FINANCIAL	FINANCIAL	FINANCIAL
standings_CASH	CASH	CASH
standings_TOTAL	TOTAL	TOTAL
sponsor_percent	10%	10%

CFTUE_NEW_SQUAD	Let's take another look at the squad.	Let's take another look at the squad.
CFTUE_NEW_FITNESSCARD	We can use our new coach to get a different sort of card.	We can use our new coach to get a different sort of card.

TICKER_FACILITYHELP	Tap directly on a facility building to open the construction menu	Tap directly on a facility building to open the construction menu

CMATCHTEXT_ACTIONTYPEEXTRA1	$attackingteamname launch a long throw into the box	$attackingteamname launch a long throw into the box
CMATCHTEXT_ACTIONTYPEEXTRA2	$attackingteamname hit a long ball forwards	$attackingteamname hit a long ball forwards
CMATCHTEXT_ACTIONTYPEEXTRA3	$attackingteamname cross the ball in from the wing	$attackingteamname cross the ball in from the wing
CMATCHTEXT_ACTIONTYPEEXTRA4	$attackingteamname hit a hopeful ball into the box	$attackingteamname hit a hopeful ball into the box
CMATCHTEXT_ACTIONTYPEEXTRA5	$attackingteamname hit a deep cross into the box	$attackingteamname hit a deep cross into the box
CMATCHTEXT_ACTIONTYPEEXTRA6	$attackingteamname whip the ball in from the byline	$attackingteamname whip the ball in from the byline
CMATCHTEXT_ACTIONTYPEEXTRA7	$attackingteamname get to the byline and cross the ball	$attackingteamname get to the byline and cross the ball
CMATCHTEXT_ACTIONTYPEEXTRA8	$attackingteamname play some neat football and chip the ball forwards	$attackingteamname play some neat football and chip the ball forwards
CMATCHTEXT_ACTIONTYPEEXTRA9	A deflected cross falls kindly for $attackingteamname	A deflected cross falls kindly for $attackingteamname
CMATCHTEXT_ACTIONTYPEEXTRA10	Some good pressing from $attackingteamname and they win the ball	Some good pressing from $attackingteamname and they win the ball

fixtureInfo_InvalidExtraData	Detected corrupt data, fixture info unavailable.	Detected corrupt data, fixture info unavailable.

CFTUE_VIEWCARDS	You will find your ¬#A61214FF¬¬o:#A61214FF¬TEAM TALK¬s¬ and ¬#A61214FF¬¬o:#A61214FF¬NRG¬s¬ cards in the ¬#A61214FF¬¬o:#A61214FF¬CARDS TAB¬s¬.	You will find your ¬#A61214FF¬¬o:#A61214FF¬TEAM TALK¬s¬ and ¬#A61214FF¬¬o:#A61214FF¬NRG¬s¬ cards in the ¬#A61214FF¬¬o:#A61214FF¬CARDS TAB¬s¬.


MATCHSTATS_ATTENDANCE_CONSTRUCTIONSINGLE	The $facility is under construction at the moment, boss, so we might see reduced attendance figures until it's finished.	The $facility is under construction at the moment, boss, so we might see reduced attendance figures until it's finished.
MATCHSTATS_ATTENDANCE_CONSTRUCTIONMULTIPLE	Some of the stands are under construction at the moment, boss, so we might see reduced attendance figures until they're finished.	Some of the stands are under construction at the moment, boss, so we might see reduced attendance figures until they're finished.
MATCHSTATS_ATTENDANCE_CONSTRUCTIONALL	All of the stands are under construction, boss. The board will not be happy at the lack of gate receipts.	All of the stands are under construction, boss. The board will not be happy at the lack of gate receipts.
MATCHSTATS_ATTENDANCE_LOWSQUADRATING	We have lots of capacity in the stands but the squad doesn't have enough star power to attract the fans to fill it. Maybe we should look at getting in some higher rated players.	We have lots of capacity in the stands but the squad doesn't have enough star power to attract the fans to fill it. Maybe we should look at getting in some higher rated players.
MATCHSTATS_ATTENDANCE_FANSRELATIONSHIP	The only thing stopping us from packing the stands is the FANS themselves. Let's prioritise the FANS and get those gate receipts up!	The only thing stopping us from packing the stands is the FANS themselves. Let's prioritise the FANS and get those gate receipts up!
MATCHSTATS_ATTENDANCE_TICKETPRICE	The FANS aren't happy with the ticket prices at the moment, and it's affecting ticket sales. We might need to review the pricing to make sure it's balanced.	The FANS aren't happy with the ticket prices at the moment, and it's affecting ticket sales. We might need to review the pricing to make sure it's balanced.
